id,title,director,duration_minutes,genres,release_year,synopsis,thumbnail_url,video_url,view_count
387cae54-8595-46f8-bc1b-26ce5e77bb73,THINNER! THINNER! THINNER! #originalart #animation,SkyeWei,2,Animation,2025,"https://youtube.com/shorts/sfzSSgOhquo
music restored version!",https://img.youtube.com/vi/IZksXgdROqo/mqdefault.jpg,https://www.youtube.com/watch?v=IZksXgdROqo,0
e493d3f6-569c-4881-ab0a-b7dc07517868,Ouch | Manoj Bajpayee & Pooja Chopra,Royal Stag Barrel Select Shorts,14,Romance,2016,"#Ouch Watch Neeraj Pandey's perfect take on an extramarital affair gone all wrong, presented by Royal Stag Barrel Select Shorts.",https://img.youtube.com/vi/deMCcGkJsjc/mqdefault.jpg,https://www.youtube.com/watch?v=deMCcGkJsjc,0
4da7353d-fccc-436e-9c7b-cbb45e4fd699,Overcomer Animated Short | Hannah Grace,Hannah Grace,5,"Animation, Romance, Experimental",2016,My first animated short film for my Experimental Animation class at KVCC.,https://img.youtube.com/vi/V6ui161NyTg/mqdefault.jpg,https://www.youtube.com/watch?v=V6ui161NyTg,0
04a91078-1750-4b2a-bf2d-805b6eb8bac0,"CGI Animated Short Film HD ""Cheat Day "" by Diem Tran | CGMeetup",CGMeetup,1,"Animation, Drama, Mainstream",2017,CGI 3D Animated Short Film Cheat Day Short Film by Diem Tran at Ringling College of Art & Design.,https://img.youtube.com/vi/oiTKjr5i-t4/mqdefault.jpg,https://www.youtube.com/watch?v=oiTKjr5i-t4,0
a6df201b-a480-4eb4-85c0-6efc8bdc47bb,Oscar® Contender Stop Motion Animation | Rag Doll,Films For Freedom,18,"Animation, Drama",2021,"Amidst a deadly persecution, a determined orphan tries to bring her mother back to life through the power of art.",https://img.youtube.com/vi/a-PxubN_MQY/mqdefault.jpg,https://www.youtube.com/watch?v=a-PxubN_MQY,0
8e875e2b-79b6-4eb0-abf0-a0a08afe6735,The Silent Child | Oscar® Winning Short Film,NITVShorts,20,"Romance, Documentary, Drama",2020,"Please turn on captions, as they are essential for the sign-language used throughout this film.",https://img.youtube.com/vi/2GbxFIVQv8c/mqdefault.jpg,https://www.youtube.com/watch?v=2GbxFIVQv8c,0
ee0f3355-0e8f-4aa6-b080-fdd3aa8d6f0d,Wally B. Seck - Court métrage - Halte à l'enlèvement des enfants,Wally B. Seck,4,Drama,2018,Halte à l’enlèvement des enfants 🛑🚨❌🆘,https://img.youtube.com/vi/Xgfau59G4PE/mqdefault.jpg,https://www.youtube.com/watch?v=Xgfau59G4PE,0
db830373-95ae-4092-a21b-b3bc28159d03,Who Can Make The Best Short Film in 1 Hour - Merrell Twins,merrelltwins,26,Documentary,2022,We decided to do a fun challenge to see who could create the better short film in only 1 hour!!,https://img.youtube.com/vi/ISQRUlP2QJY/mqdefault.jpg,https://www.youtube.com/watch?v=ISQRUlP2QJY,0
f19f7a98-1b33-45b4-8ffc-849ff2dfe39a,Short Animated Movies | There's a Man in the Woods,DAT2T ANIMATION,3,Animation,2014,"Short Animated Movies | There's a Man in the Woods
Watch more: https://www.youtube.com/playlist?list=PLibt8SX9yL7IUcxwapkjpDeN0CiDWPwHm",https://img.youtube.com/vi/IUmkf_l38fA/mqdefault.jpg,https://www.youtube.com/watch?v=IUmkf_l38fA,0
893056c6-8a0f-4837-86d0-9ad24ef77189,A Social Life | Award Winning Short Film | Social Media Depression,Kerith Lemon Pictures,8,"Drama, Documentary",2016,Are you living the life that you post?,https://img.youtube.com/vi/GXdVPLj_pIk/mqdefault.jpg,https://www.youtube.com/watch?v=GXdVPLj_pIk,0
ae2c7225-5ef4-4cdb-8f93-e1e91adfdd03,THE FENCE | Award Winning Short Film,The Film Graduates,19,Drama,2018,WANT MORE?,https://img.youtube.com/vi/gDZ2oO9Ny1M/mqdefault.jpg,https://www.youtube.com/watch?v=gDZ2oO9Ny1M,0
e2e9421b-6947-4af1-947b-0c17c8a1e5e3,GASLIGHT | Animated Short Film 2021,Gaslight Animated Short,3,"Animation, Romance, Comedy",2021,"(Warning: contains drug usage) 

Gaslight is a student CG-animated short comedy about a messy breakup between a smoker, Ryan, and his girlfriend, a sentient lighter named El.",https://img.youtube.com/vi/dcKt0vrp53o/mqdefault.jpg,https://www.youtube.com/watch?v=dcKt0vrp53o,0
346886b3-f9c8-478c-83c4-496dddb91e68,The Purple Scarf,Films By FNP Media,20,Drama,2023,"The Purple Scarf | Short Film ft Shweta Tiwari | FNP Media

Featuring Shweta Tiwari, Mihir Ahuja, Nysa Arora , Abhishekk Khannaa  and Dhaval Barbhaya 
Presented by FNP Media (@fnpmedia )
Directed b...",https://img.youtube.com/vi/4TF1AIYp0ek/mqdefault.jpg,https://www.youtube.com/watch?v=4TF1AIYp0ek,0
c727b3a8-acbb-4499-ae22-dd979eaffd3e,THE QUIET ZONE | Scary Short Horror Film | Screamfest,Screamfest,8,Horror,2018,The Quiet Zone premiered at Screamfest 2016.,https://img.youtube.com/vi/ue0sTfVaeTw/mqdefault.jpg,https://www.youtube.com/watch?v=ue0sTfVaeTw,0
186dd9cd-3081-4bdd-87cb-ce1a5cc2f1ed,सरकारी BAHU - Struggle Of House Wife | Inspiring Short Film | M2R Entertainment,M2R Entertainment,25,"Drama, Documentary",2024,"Subscribe Our second Channel -  @mrmrsm2r 

सरकारी BAHU - Struggle Of House Wife is a inspiring short film.",https://img.youtube.com/vi/xIMjhA5Yanc/mqdefault.jpg,https://www.youtube.com/watch?v=xIMjhA5Yanc,0
9de81c7f-0366-4d3e-983c-4f3a79a5fcce,For The Birds (1080p) (Pixar Short Films),Smoker,3,"Drama, Mainstream",2017,Court metrage : For The Birds (1080p) (Pixar Short Films),https://img.youtube.com/vi/_nbVTUYVKxg/mqdefault.jpg,https://www.youtube.com/watch?v=_nbVTUYVKxg,0
571078c9-1dc7-48ff-8665-785e5d082194,The Offering - Animation Short - Film Festival Winner,University of Silicon Valley,7,"Animation, Romance, Drama",2012,The Offering is an award-winning short animated film created in almost two years by a group of very dedicated Cogswell College (www.cogswell.edu) students.,https://img.youtube.com/vi/BPcG5ZQl910/mqdefault.jpg,https://www.youtube.com/watch?v=BPcG5ZQl910,0
04319c91-89f9-4945-9ed2-e00320b3972f,RAMSHACKLE: The Thesis Film (ANIMATED SHORT FILM),Zeddyzi,2,"Animation, Documentary",2020,"PATREON: https://www.patreon.com/zeddyzi
MERCH: https://zeddyzi-shop.fourthwall.com
RAMSHACKLE FAN DISCORD: https://discord.gg/497VDMcvXz
READ RAMSHACKLE ON WEBTOON: https://www.webtoons.com/en/cha...",https://img.youtube.com/vi/CcgE0RNxWJw/mqdefault.jpg,https://www.youtube.com/watch?v=CcgE0RNxWJw,0
83bd8968-b478-42cc-9db9-e068d58677d9,'Parisu- Award Winning Short Film' ((Subscribe and Share)),Triton,11,Drama,2012,"((Subscribe and Share)) 
A simple tale about a kid's innocence and morale.",https://img.youtube.com/vi/Rml8F1OYYk4/mqdefault.jpg,https://www.youtube.com/watch?v=Rml8F1OYYk4,0
38fd9ce3-9016-4ec6-9cba-517fa989395f,PxAY OFF! - ANIMATED FILM,Marco Cárdenas,6,"Animation, Comedy",2024,"Support my art by joining my Patreon: https://www.patreon.com/marco_cardenas

It's me again reporting with my latest independent animation, this time I decided to go for a more cartoonish and extre...",https://img.youtube.com/vi/IE0kvIbVmwk/mqdefault.jpg,https://www.youtube.com/watch?v=IE0kvIbVmwk,0
a90d7a37-791a-402f-b62f-dae6bdb351e2,BOUNTY (Animated Short Film),arrowmi,6,"Animation, Drama",2021,"An ex-bounty hunter makes breakfast with his young daughter, who becomes increasingly curious about his past profession.",https://img.youtube.com/vi/NudUBj1w7z4/mqdefault.jpg,https://www.youtube.com/watch?v=NudUBj1w7z4,0
393db288-2d30-423a-b5a3-ee5bc40994b7,THE OLD KNIGHT - Part 1 - Classic Animation by Gabe Hordos,Gabe Hordos Films,2,"Animation, Fantasy",2024,"THE OLD KNIGHT - Classic Animation - by Gabe Hordos

Synopsis:
An old knight goes on a journey to rescue his horse from the jaws of a dragon.",https://img.youtube.com/vi/1RxKOid3isQ/mqdefault.jpg,https://www.youtube.com/watch?v=1RxKOid3isQ,0
732ea166-6bfc-4df8-8207-9c4e54684699,"Sci-Fi ""Best Friend"" | DUST",DUST,5,"Sci-Fi, Drama",2021,"Subscribe to the DUST Newsletter: http://eepurl.com/gnTIbD

In a near future, a lonely man is addicted to a product called Best Friend which offers him perfect virtual friends.",https://img.youtube.com/vi/Wln5dlYKA1k/mqdefault.jpg,https://www.youtube.com/watch?v=Wln5dlYKA1k,0
d2dcf5ae-d16e-4606-8609-11388ae0d60c,Beautiful Iranian short film 2 MILLION views Award winning winner film festival Thursday Appointment,Barr Pictures Media,2,Drama,2019,"Please Like 👍🏼, Share ↪️ & Subscribe👆🏿

Please leave a review on IMDD 🟡: https://www.imdb.com/title/tt13008186/
📺 Beautiful award-winning short film, ""Thursday Appointment""
🎥 Director: Mohammad Rez...",https://img.youtube.com/vi/XXx_Hw34V-Q/mqdefault.jpg,https://www.youtube.com/watch?v=XXx_Hw34V-Q,0
55fedf5b-ef9d-48d2-aadc-3d184e263de0,Siblings | Animated Short Film | Kenet Garcia Rojas,KenetBear,3,"Animation, Romance, Drama",2022,"Stuck at home during a rainy day, the oldest of two siblings provokes an argument that makes her face the circumstances of her own upbringing.",https://img.youtube.com/vi/TseT4C38UAg/mqdefault.jpg,https://www.youtube.com/watch?v=TseT4C38UAg,0
f2fb5b51-1d7d-47bd-990c-e93aef1068f6,How to Write a Short Film,Tyler Mowery,22,"Animation, Fantasy",2019,"Get Practical Tools to Write Your Great Screenplay: https://www.practicalscreenwriting.com
 
Join the Writers’ Room Facebook Group: https://www.facebook.com/groups/644895109269258/

Want More?",https://img.youtube.com/vi/wMqIQcTMlA0/mqdefault.jpg,https://www.youtube.com/watch?v=wMqIQcTMlA0,0
730e4db8-f543-4c76-805a-76f17184dbb2,Your Aura — Gay Indie Short Film,Sean Batir,18,Drama,2019,"Gay Indie Short Film 'Your Aura'
Official Soundtrack: https://youtu.be/Hc_KSD33HjE
Director:  https://www.instagram.com/mikitazhur
*Включайте русские субтитры*


#gayfilm #indiefilm #gayshortfilm2025",https://img.youtube.com/vi/qCG-4UOZ6EY/mqdefault.jpg,https://www.youtube.com/watch?v=qCG-4UOZ6EY,0
fd1316e6-9174-43b7-8c92-5d922f46bd75,"CGI Animated ""Castaway"" by ESMA | CGMeetup",CGMeetup,6,Animation,2022,"CGI 3D Animated Short Film: Castaway Animated Short Film by Léopoldine Perdrix, Margo Lopez, Vincent Carrette, Rachel Bosc-Bierne, Flore-Anne Victor, Simon Fabbri at ESMA.",https://img.youtube.com/vi/j6eI19xg4bU/mqdefault.jpg,https://www.youtube.com/watch?v=j6eI19xg4bU,0
ebe3397f-840c-47a6-8a3c-53a4379faac0,Ripple (Award Winning)- Kindness and good deeds will come back to you,Daniel Yam,5,"Romance, Drama",2021,Feel free to leave a Super Thanks if this film inspired you—it really helps me continue creating meaningful and impactful films.,https://img.youtube.com/vi/QMnEP2DYfmI/mqdefault.jpg,https://www.youtube.com/watch?v=QMnEP2DYfmI,0
b1ed1733-1b32-4510-ae4a-ff49b6549a2f,Never Give Up | Award Winning Motivational Short Film | Kids Cartoon Movies,Esy ID,4,"Animation, Drama",2021,Enjoy the best animation short cartoon film for kids.,https://img.youtube.com/vi/domCDwp5u3I/mqdefault.jpg,https://www.youtube.com/watch?v=domCDwp5u3I,0
e221bd20-15b1-4559-ae7e-5017161b0967,CATCH YOUR BREATH - Award Winning Short Horror Film,Matt Sears,9,"Horror, Drama",2022,"A shy teenager (Andrew) is peer pressured by his older brother (Mike) into playing a game that is said to summon the ghost of the town legend, 'The Lady Beneath'.",https://img.youtube.com/vi/hBj4rcs0AiQ/mqdefault.jpg,https://www.youtube.com/watch?v=hBj4rcs0AiQ,0
72f082b3-4bee-4289-b2da-c82767079925,In This Life - Award Winning Short Film | Anaika Soti | Shubham Kabra | Arya Singhal | Shivam Jemini,Daring Ones Films,24,"Romance, Drama, Sci-Fi",2024,"Vaari Vaari Full Song Link - https://www.youtube.com/watch?v=F0ng8UXjdC0

We’re excited to share our short film In This Life, a story of love, loss, and the choices that define us.",https://img.youtube.com/vi/DiTHml2rXwQ/mqdefault.jpg,https://www.youtube.com/watch?v=DiTHml2rXwQ,0
3d51c380-57a8-4547-bffa-16582d47c220,Cautionary Tales (Award Winning Short Film),Us,8,Drama,2018,"A short film written & directed by Us - http://weareus.co.uk

MAKING OF - https://www.youtube.com/watch?v=BpIDAtK_6FE

For more info and BTS visit - http://www.cautionary-tales.co.uk

""A bizarre in...",https://img.youtube.com/vi/lEsoDFBdQeU/mqdefault.jpg,https://www.youtube.com/watch?v=lEsoDFBdQeU,0
d1143a88-a0ff-4902-bda5-27b7a578d6c9,REACH - Award Winning Short Film - 2019 | Mental Health Awareness | English Narration,Reach Entertainment,7,"Horror, Drama",2019,Reach - to the state of happiness!,https://img.youtube.com/vi/zzIMNr49-j0/mqdefault.jpg,https://www.youtube.com/watch?v=zzIMNr49-j0,0
35e4ad0a-67da-4f31-8bf3-f239c690ca8d,When You Accidentally Make The Perfect Indie Film,Renzy,11,Comedy,2024,"Napoleon Dynamite is one of the most quotable comedies of all time, but what exactly makes it so special?",https://img.youtube.com/vi/PLT6UGMQgxg/mqdefault.jpg,https://www.youtube.com/watch?v=PLT6UGMQgxg,0
d71db697-0f99-4546-8280-60ed780e6c7f,THE PATCHWRIGHT | Cyberpunk Short Film,Gossip Goblin,21,"Sci-Fi, Animation",2026,"*FOR BEST RESULTS - WATCH THE PATCHWRIGHT IN 4K* 

In the sprawling slag heaps of NiiroCradle, a fugitive android visits the Patchwright, an unlicensed body mechanic, begging him to trace a fragmen...",https://img.youtube.com/vi/-Rzl7nUdEs4/mqdefault.jpg,https://www.youtube.com/watch?v=-Rzl7nUdEs4,0
d091bec2-abbb-4afd-a2bc-75a93d1aef15,"CGI Animated ""Swing to the Moon"" by ESMA | CGMeetup",CGMeetup,6,Animation,2024,"CGI 3D Animated Short Film: Swing to the Moon Animated Short Film by Marie Bordessoule, Chloé Lauzu, Adriana Bouissié, Vincent Levrero, Nadine De Boer, Solenne Moreau and Elisa Drique at ESMA.",https://img.youtube.com/vi/doPV-Shqm7k/mqdefault.jpg,https://www.youtube.com/watch?v=doPV-Shqm7k,0
671a9675-27f3-4994-9157-89720816aafb,MISMATCHED - Short Animated Film,Jackie Droujko,1,Animation,2022,A short film about not being able to choose what to wear on a night out.,https://img.youtube.com/vi/RHZgEurs9hE/mqdefault.jpg,https://www.youtube.com/watch?v=RHZgEurs9hE,0
fa8573f7-dfc0-48ad-a345-b343c44f87df,Why do Short Films look like that?,Movie LUTs,12,Drama,2023,Why do all short films look the same?,https://img.youtube.com/vi/a5uiGFkjaDQ/mqdefault.jpg,https://www.youtube.com/watch?v=a5uiGFkjaDQ,0
a7df8fb8-05af-472f-8854-f2d99a065c6b,The Wedding Veil of the Proud Princess | BAFTA-qualified 2D Animated Short,Dragonbee Animation,6,"Animation, Romance, Experimental",2025,"In respectful memory of Pik Sen Lim

Awards:
Foyle Film Festival 2024 - BAFTA Qualifying - best british short animation
SCAD Savannah Film Festival 2024 - best short animation
Festival du Film Merv...",https://img.youtube.com/vi/1c5n9oAn0nU/mqdefault.jpg,https://www.youtube.com/watch?v=1c5n9oAn0nU,0
73d27832-0879-4a19-a5d7-fc52b9316877,"WHO CAN MAKE THE BEST SHORT FILM WINS 10,000!!",JKrew Fam,17,Drama,2023,"Who can make the best short film wins 10,000!!",https://img.youtube.com/vi/bP3rY2wxTCk/mqdefault.jpg,https://www.youtube.com/watch?v=bP3rY2wxTCk,0
beaac033-aa88-4407-846f-c83cae224735,Occupied - Animated Horror Short Film,Laimfunk,4,"Animation, Horror, Drama",2023,"A park warden is closing facilities for the night, only to find that one of the bathrooms is still in use...",https://img.youtube.com/vi/AldqlGq0B9w/mqdefault.jpg,https://www.youtube.com/watch?v=AldqlGq0B9w,0
b99d406d-6595-415b-91bd-a222068048dd,ILLUSION - Animated Short Film 2024,Parfaey,5,"Romance, Animation, Fantasy",2024,A wizard is concealing a secret from his partner.,https://img.youtube.com/vi/JjKztDW9Bu4/mqdefault.jpg,https://www.youtube.com/watch?v=JjKztDW9Bu4,0
22d2e633-8ea7-4d55-8604-2756d6cf15a3,WILD CONNECTION - Award Winning Short Documentary,Jack Zakrajsek,14,"Drama, Documentary",2025,We are beyond excited to share this film with the world!,https://img.youtube.com/vi/9cm753kp0uo/mqdefault.jpg,https://www.youtube.com/watch?v=9cm753kp0uo,0
3d7538ee-0eca-4ccf-ab15-d3cf1e50be89,ACE | A Short Animated Film by Dogs Inc,Dogs Inc,5,"Animation, Drama, Romance",2024,"Our newest animated short, Ace, reveals the long-awaited epic journey of a legend—a hero—a guide dog.",https://img.youtube.com/vi/v_lBQkhZs2g/mqdefault.jpg,https://www.youtube.com/watch?v=v_lBQkhZs2g,0
4a3cfef5-1b9e-4e4d-a9c3-3f78dcbfa2f6,The Marble - Animated Short Film,HumanArtStudio,2,"Animation, Drama",2024,"A thrilling adventure of a marble, navigating through unexpected twists and challenges at every turn.",https://img.youtube.com/vi/tl0u-24WjqY/mqdefault.jpg,https://www.youtube.com/watch?v=tl0u-24WjqY,0
e84b3007-eb7e-4dc1-bef2-d7829e0b64d8,"A Charming Chameleon Learns to Live by His Own Colors! | CGI Animation ""The Social Chameleon""",Premium Films,9,"Animation, Documentary, Drama",2024,Cosmo the Chameleon doesn’t fit in with the other animals and must learn to live by his own colors.,https://img.youtube.com/vi/-gL8UIlueWI/mqdefault.jpg,https://www.youtube.com/watch?v=-gL8UIlueWI,0
7a2ef570-e3c9-4164-9887-345c6b813598,Superworm Needs to be Rescued 😱 @GruffaloWorld: Compilation,Gruffalo World,15,Fantasy,2024,"Gruffalo World is the official YouTube channel for all things from The Gruffalo, Room on the Broom, Stick Man, The Highway Rat, Zog, The Snail and the Whale, Zog and the Flying Doctors, Superworm a...",https://img.youtube.com/vi/sy-A9mAk38Q/mqdefault.jpg,https://www.youtube.com/watch?v=sy-A9mAk38Q,0
8269714f-2fea-478a-b275-3497cecce867,A Bird Hit My Window and Now I'm a Lesbian | Award Winning Stop Motion Short Film,AJ and Carmela,7,"Animation, Drama",2025,"After a mysterious girl shows up at Gray's doorstep holding the corpse of a bird that had just cracked her window, an impromptu bird funeral changes the way Gray views herself and her lesbian ident...",https://img.youtube.com/vi/ZHbiVjMBtLU/mqdefault.jpg,https://www.youtube.com/watch?v=ZHbiVjMBtLU,0
a9e61064-abf2-4c36-8278-19b02d844b36,"The Phone Call | Oscar® winning short film - Sally Hawkins, Jim Broadbent",NITVShorts,21,"Thriller, Drama",2023,Heather is a shy lady who works in a helpline call center.,https://img.youtube.com/vi/tq1BYeCXzEs/mqdefault.jpg,https://www.youtube.com/watch?v=tq1BYeCXzEs,0
407225dc-66fd-4c70-949e-e7e7cac9af60,[ENG] Reunion (리유니언) | Animation Short Film 2026｜청강애니,ChungKang Animation School,4,Animation,2026,"제작(Director): 황시현 Hwang Si hyeon

프레드 울만의 소설 동급생을 원작으로 하고있습니다.",https://img.youtube.com/vi/52TeNj6Upss/mqdefault.jpg,https://www.youtube.com/watch?v=52TeNj6Upss,0
d43794c7-97d1-4b81-a585-3ac7b622ee02,WOW! 2025's MOST EMOTIONAL Animated Short Films To Make You........,Kamara Arts ⚡️,15,"Animation, Drama",2025,"For all Website ( web services ) & Web Hosting, Domain Buying Hostinger is the best;
https://hostinger.com?REFERRALCODE=1GAREYFILMZ20

Distrokid Distributes music World Wide what are waiting for:
h...",https://img.youtube.com/vi/9LWAPIgriXg/mqdefault.jpg,https://www.youtube.com/watch?v=9LWAPIgriXg,0
a7ec5629-3e5d-4f43-b03d-239ec41d88b2,"Windblown - Award Winning Short Film | Psychological Thriller (Katie Vincent, Usher Morgan)",Dark Passage Films,20,"Drama, Thriller, Romance",2020,"Windblown -- A Psychological Thriller Short Film by Katie Vincent and Usher Morgan
www.windblownfilm.com | www.darkpassagefilms.com

After the unexpected death of her brother, Beth Reeves seeks sol...",https://img.youtube.com/vi/3551oZfAjZs/mqdefault.jpg,https://www.youtube.com/watch?v=3551oZfAjZs,0
9bf9ff04-7122-4231-a48b-eb58bf9c461e,TAYA - A Cinemalaya short film by Adi Bontuyan and Francis Beltejar (8:45),adibonts,8,Drama,2014,"Cinemalaya 2013 Special Jury Prize Award
Cinemalaya 2013 Audience Choice Award 
Exhibited in San Francisco, London, Tokyo
 
http://entertainment.inquirer.net/152262/6-ph-films-in-french-fest
http:/...",https://img.youtube.com/vi/28j1RnrhmSY/mqdefault.jpg,https://www.youtube.com/watch?v=28j1RnrhmSY,0
6df78a0d-96e4-41a4-8a44-9d2028f17fb6,Am I Toxic? | A Powerful Short Film on Toxic Husband Behavior & Relationships,SILMA KAMPANY,20,"Romance, Drama",2025,Am I Toxic?,https://img.youtube.com/vi/jsla6SCJIKE/mqdefault.jpg,https://www.youtube.com/watch?v=jsla6SCJIKE,0
27f1c633-dae5-4fdc-ae9f-01a2c280fd99,AU REVOIR JÉRÔME ! - Animation Short Film 2021 - GOBELINS,GOBELINS Paris,7,"Animation, Experimental",2022,"Having just arrived in paradise, Jerome sets out to find his wife Maryline.",https://img.youtube.com/vi/aKJWZzNeyH8/mqdefault.jpg,https://www.youtube.com/watch?v=aKJWZzNeyH8,0
36fc9e37-20b9-40b2-bd5e-0744cd493096,Don’t Try Drugs Kids - a Cinematic Short Film,Waz,4,Drama,2024,I made this fun video with some good friends of mine.,https://img.youtube.com/vi/K_klbDQ-Wis/mqdefault.jpg,https://www.youtube.com/watch?v=K_klbDQ-Wis,0
